time,symbol,name,marketCap,fiscalQuarterEnding,epsForecast,noOfEsts,lastYearRptDt,lastYearEPS
time-pre-market,HNI,HNI Corporation,"$1,829,638,760",Jun/2021,,0,NA,$0.20
time-not-supplied,LNTH,"Lantheus Holdings, Inc.","$1,829,570,807",Jun/2021,$0.05,2,07/30/2020,$0.10
time-after-hours,EGO,Eldorado Gold Corporation,"$1,774,436,612",Jun/2021,$0.10,3,07/30/2020,$0.26
time-not-supplied,COHU,"Cohu, Inc.","$1,757,055,964",Jun/2021,$0.72,4,07/30/2020,$0.10
time-pre-market,PTEN,"Patterson-UTI Energy, Inc.","$1,741,887,960",Jun/2021,($0.52),7,07/23/2020,($0.56)
time-not-supplied,PATK,"Patrick Industries, Inc.","$1,727,563,417",Jun/2021,$1.83,2,07/30/2020,$0.03
time-pre-market,GWB,"Great Western Bancorp, Inc.","$1,687,511,159",Jun/2021,$0.75,4,07/29/2020,$0.10
time-not-supplied,CBZ,"CBIZ, Inc.","$1,683,665,280",Jun/2021,$0.38,1,07/30/2020,$0.39
time-not-supplied,HOPE,"Hope Bancorp, Inc.","$1,654,549,623",Jun/2021,$0.38,4,07/30/2020,$0.22
time-pre-market,CLI,Mack-Cali Realty Corporation,"$1,592,322,889",Jun/2021,$0.12,3,08/03/2020,$0.28
time-not-supplied,SAND,Sandstorm Gold Ltd,"$1,531,265,506",Jun/2021,$0.06,3,07/30/2020,$0.04
time-after-hours,LTC,"LTC Properties, Inc.","$1,526,166,394",Jun/2021,$0.68,3,07/30/2020,$0.76
time-not-supplied,MGNX,"MacroGenics, Inc.","$1,521,922,917",Jun/2021,($0.27),6,07/30/2020,($0.94)
time-after-hours,POLY,"Plantronics, Inc.","$1,489,215,435",Jun/2021,$0.20,2,07/28/2020,$0.15
time-pre-market,PBF,PBF Energy Inc.,"$1,469,813,691",Jun/2021,($0.86),10,07/31/2020,($3.19)
time-not-supplied,MGPI,"MGP Ingredients, Inc.","$1,422,196,348",Jun/2021,$0.43,1,07/30/2020,$0.54
time-not-supplied,LADR,Ladder Capital Corp,"$1,408,714,348",Jun/2021,($0.01),2,07/30/2020,$0.10
time-not-supplied,TNC,Tennant Company,"$1,407,157,068",Jun/2021,$1.02,1,07/30/2020,$0.96
time-not-supplied,GFF,Griffon Corporation,"$1,392,714,061",Jun/2021,$0.41,2,07/30/2020,$0.59
time-after-hours,OPI,Office Properties Income Trust,"$1,389,153,022",Jun/2021,$1.13,3,07/30/2020,$1.40
time-not-supplied,AROC,"Archrock, Inc.","$1,337,188,772",Jun/2021,$0.06,1,07/30/2020,$0.12
time-not-supplied,RWT,"Redwood Trust, Inc.","$1,331,263,654",Jun/2021,$0.29,2,07/30/2020,($0.03)
time-pre-market,TRS,TriMas Corporation,"$1,306,131,141",Jun/2021,$0.57,2,07/30/2020,$0.43
time-not-supplied,CMCO,Columbus McKinnon Corporation,"$1,305,373,102",Jun/2021,$0.41,4,07/30/2020,$0.07
time-not-supplied,TBBK,"The Bancorp, Inc.","$1,296,092,750",Jun/2021,$0.43,2,07/30/2020,$0.35
time-pre-market,WFRD,Weatherford International plc,"$1,281,095,195",Jun/2021,($1.55),0,NA,NA
time-not-supplied,QURE,uniQure N.V.,"$1,274,411,229",Jun/2021,$2.85,6,07/30/2020,($0.96)
time-not-supplied,MTLS,Materialise NV,"$1,241,942,459",Jun/2021,($0.05),2,07/30/2020,($0.04)
time-after-hours,OCFC,OceanFirst Financial Corp.,"$1,196,389,647",Jun/2021,$0.43,6,07/23/2020,$0.36
time-pre-market,CCO,"Clear Channel Outdoor Holdings, Inc.","$1,186,499,628",Jun/2021,($0.24),2,08/07/2020,($0.30)
time-not-supplied,NGD,New Gold Inc.,"$1,170,804,000",Jun/2021,$0.05,3,07/30/2020,$0
time-not-supplied,VRAY,"ViewRay, Inc.","$1,117,625,134",Jun/2021,($0.16),5,07/30/2020,($0.18)
time-not-supplied,NEXA,Nexa Resources S.A.,"$1,111,159,946",Jun/2021,$0.36,2,07/30/2020,($0.44)
time-not-supplied,WRLD,World Acceptance Corporation,"$1,105,786,757",Jun/2021,$2.01,2,07/30/2020,$2.24
time-not-supplied,DRQ,"Dril-Quip, Inc.","$1,105,052,155",Jun/2021,($0.08),3,07/30/2020,($0.34)
time-after-hours,NXGN,"NextGen Healthcare, Inc.","$1,101,322,320",Jun/2021,$0.14,7,07/30/2020,$0.15
time-after-hours,MATW,Matthews International Corporation,"$1,094,355,179",Jun/2021,$0.80,1,07/30/2020,$0.80
time-not-supplied,CRY,"CryoLife, Inc.","$1,064,638,866",Jun/2021,($0.05),1,07/30/2020,($0.02)
time-not-supplied,HURN,Huron Consulting Group Inc.,"$1,061,161,582",Jun/2021,$0.46,3,07/30/2020,$0.68
time-not-supplied,MX,MagnaChip Semiconductor Corporation,"$1,061,006,698",Jun/2021,$0.17,2,07/30/2020,$0.13
time-not-supplied,ALTM,Altus Midstream Company,"$1,056,019,900",Jun/2021,$1.41,1,07/30/2020,$2.16
time-not-supplied,CNOB,"ConnectOne Bancorp, Inc.","$1,023,772,515",Jun/2021,$0.72,3,07/30/2020,$0.52
time-after-hours,PFC,Premier Financial Corp. ,"$994,896,906",Jun/2021,$0.76,3,07/28/2020,$0.82
time-after-hours,ASPN,"Aspen Aerogels, Inc.","$978,084,384",Jun/2021,($0.26),3,07/30/2020,($0.21)
time-pre-market,RFP,Resolute Forest Products Inc.,"$972,029,827",Jun/2021,,0,NA,($0.25)
time-after-hours,NTST,NetSTREIT Corp.,"$963,068,220",Jun/2021,$0.19,0,NA,NA
time-after-hours,KRNY,Kearny Financial,"$948,509,503",Jun/2021,$0.21,1,07/30/2020,$0.17
time-not-supplied,KNSA,"Kiniksa Pharmaceuticals, Ltd.","$944,348,709",Jun/2021,($0.69),2,07/30/2020,($0.65)
time-not-supplied,DBD,Diebold Nixdorf Incorporated,"$932,480,823",Jun/2021,$0.29,3,07/30/2020,$0.38
time-not-supplied,MGI,"Moneygram International, Inc.","$917,982,099",Jun/2021,($0.01),3,07/30/2020,$0
time-pre-market,PBFX,PBF Logistics LP,"$901,806,749",Jun/2021,,0,07/31/2020,$0.60
time-not-supplied,CARS,Cars.com Inc.,"$897,858,183",Jun/2021,,0,07/30/2020,$0.06
time-not-supplied,TVTX,"Travere Therapeutics, Inc.","$897,191,585",Jun/2021,($0.73),4,07/30/2020,($0.58)
time-not-supplied,ORBC,ORBCOMM Inc.,"$887,371,791",Jun/2021,($0.05),3,07/30/2020,($0.09)
time-not-supplied,FORR,"Forrester Research, Inc.","$867,308,860",Jun/2021,$0.33,2,07/30/2020,$0.63
time-after-hours,BY,"Byline Bancorp, Inc.","$861,051,844",Jun/2021,$0.48,2,07/23/2020,$0.24
time-not-supplied,MITK,"Mitek Systems, Inc.","$822,637,164",Jun/2021,$0.10,2,07/30/2020,$0.11
time-after-hours,MERC,Mercer International Inc.,"$797,799,236",Jun/2021,$0.57,1,07/30/2020,($0.13)
time-not-supplied,UTL,UNITIL Corporation,"$788,838,034",Jun/2021,$0.17,2,07/30/2020,$0.21
time-after-hours,MRC,MRC Global Inc.,"$754,928,536",Jun/2021,$0.04,5,07/28/2020,($0.10)
time-pre-market,ABTX,"Allegiance Bancshares, Inc.","$752,826,459",Jun/2021,$0.93,3,07/30/2020,$0.48
time-not-supplied,MYE,"Myers Industries, Inc.","$749,153,145",Jun/2021,$0.24,1,07/30/2020,$0.23
time-not-supplied,CASA,"Casa Systems, Inc.","$728,997,619",Jun/2021,($0.01),4,07/30/2020,($0.03)
time-pre-market,CNSL,"Consolidated Communications Holdings, Inc.","$688,657,340",Jun/2021,,0,NA,$0.18
time-not-supplied,LOCO,"El Pollo Loco Holdings, Inc.","$681,399,307",Jun/2021,$0.27,4,07/30/2020,$0.20
time-not-supplied,EVLO,"Evelo Biosciences, Inc.","$670,909,696",Jun/2021,($0.55),3,07/30/2020,($0.63)
time-not-supplied,FMBH,"First Mid Bancshares, Inc.","$670,796,595",Jun/2021,$0.93,4,07/30/2020,$0.60
time-pre-market,CBTX,"CBTX, Inc.","$654,946,182",Jun/2021,$0.43,1,07/29/2020,$0.09
time-not-supplied,CGEN,Compugen Ltd.,"$645,140,849",Jun/2021,($0.12),6,07/30/2020,($0.08)
time-not-supplied,DCO,Ducommun Incorporated,"$629,687,584",Jun/2021,$0.65,2,07/30/2020,$0.48
time-not-supplied,ULH,"Universal Logistics Holdings, Inc.","$621,839,410",Jun/2021,$0.81,1,07/30/2020,$0.21
time-not-supplied,ONEW,OneWater Marine Inc.,"$617,351,935",Jun/2021,$2.38,4,07/30/2020,$2.36
time-not-supplied,CRAI,"CRA International,Inc.","$615,987,879",Jun/2021,$0.93,3,07/30/2020,$0.80
time-not-supplied,ANIK,Anika Therapeutics Inc.,"$606,303,825",Jun/2021,$0.04,1,07/30/2020,$0.09
time-not-supplied,LXRX,"Lexicon Pharmaceuticals, Inc.","$560,224,660",Jun/2021,($0.16),2,07/30/2020,($0.64)
time-not-supplied,OPY,"Oppenheimer Holdings, Inc.","$555,887,724",Jun/2021,,0,NA,$1.34
time-not-supplied,ORC,"Orchid Island Capital, Inc.","$541,365,516",Jun/2021,,0,07/30/2020,$0.30
time-after-hours,BZH,"Beazer Homes USA, Inc.","$537,633,308",Jun/2021,$0.90,1,07/30/2020,$0.63
time-not-supplied,FLIC,The First of Long Island Corporation,"$494,710,964",Jun/2021,$0.45,2,07/30/2020,$0.45
time-not-supplied,GTX,Garrett Motion Inc.,"$489,719,581",Jun/2021,($0.18),1,07/30/2020,$0.07
time-not-supplied,TDW,Tidewater Inc.,"$483,270,003",Jun/2021,,0,NA,$0.02
time-pre-market,LAWS,"Lawson Products, Inc.","$473,727,080",Jun/2021,$0.52,1,07/30/2020,$0.07
time-after-hours,FISI,"Financial Institutions, Inc.","$460,304,382",Jun/2021,$0.80,1,07/29/2020,$0.67
time-not-supplied,MOFG,"MidWestOne Financial Group, Inc.","$456,845,270",Jun/2021,$0.91,3,07/30/2020,$0.73
time-pre-market,WTBA,West Bancorporation,"$455,258,265",Jun/2021,$0.62,1,07/23/2020,$0.48
time-pre-market,IBCP,Independent Bank Corporation,"$450,955,689",Jun/2021,$0.70,3,07/28/2020,$0.67
time-not-supplied,BWB,"Bridgewater Bancshares, Inc.","$445,221,136",Jun/2021,$0.37,3,07/30/2020,$0.26
time-not-supplied,HAYN,"Haynes International, Inc.","$444,232,437",Jun/2021,($0.17),1,07/30/2020,($0.65)
time-not-supplied,ATER,"Aterian, Inc.","$429,699,618",Jun/2021,($0.17),2,07/30/2020,($0.19)
time-not-supplied,TUEM,Tuesday Morning Corp.,"$389,578,682",Jun/2021,$0.03,0,NA,NA
time-not-supplied,UONE,"Urban One, Inc. ","$370,777,341",Jun/2021,,0,NA,$0.03
time-after-hours,FRST,Primis Financial Corp.,"$364,276,692",Jun/2021,$0.25,2,07/27/2020,$0.19
time-not-supplied,DSPG,"DSP Group, Inc.","$363,159,462",Jun/2021,$0.08,2,07/30/2020,$0.06
time-after-hours,LLNW,"Limelight Networks, Inc.","$350,671,093",Jun/2021,($0.07),4,07/20/2020,($0.01)
time-not-supplied,MIXT,MiX Telematics Limited,"$337,912,803",Jun/2021,$0.11,2,07/30/2020,$0.08
time-after-hours,CTO,"CTO Realty Growth, Inc.","$325,756,060",Jun/2021,$1.02,2,07/29/2020,NA
time-not-supplied,CARE,"Carter Bankshares, Inc.","$301,461,761",Jun/2021,$0.29,0,NA,NA
time-pre-market,SILC,Silicom Ltd,"$291,781,069",Jun/2021,,0,NA,$0.18
time-not-supplied,SMMF,"Summit Financial Group, Inc.","$287,569,087",Jun/2021,$0.79,2,07/30/2020,$0.54
time-not-supplied,WRAP,"Wrap Technologies, Inc.","$273,509,139",Jun/2021,($0.13),1,07/30/2020,($0.09)
time-not-supplied,MRLN,Marlin Business Services Corp.,"$273,330,165",Jun/2021,,0,NA,($0.43)
time-after-hours,BHR,Braemar Hotels & Resorts Inc.,"$270,061,858",Jun/2021,$0.06,2,07/30/2020,($0.58)
time-not-supplied,FDBC,"Fidelity D & D Bancorp, Inc.","$255,449,904",Jun/2021,,0,NA,$0.05
time-not-supplied,UONEK,"Urban One, Inc. ","$250,940,466",Jun/2021,,0,NA,$0.03
time-not-supplied,INFI,"Infinity Pharmaceuticals, Inc.","$249,098,747",Jun/2021,($0.13),5,07/30/2020,($0.16)
time-not-supplied,PFBI,"Premier Financial Bancorp, Inc.","$245,603,697",Jun/2021,,0,NA,$0.37
time-not-supplied,ESXB,Community Bankers Trust Corporation.,"$239,444,809",Jun/2021,$0.23,1,07/30/2020,$0.18
time-not-supplied,TBNK,Territorial Bancorp Inc.,"$237,213,770",Jun/2021,$0.41,1,07/30/2020,$0.47
time-not-supplied,GAU,Galiano Gold Inc.,"$233,660,045",Jun/2021,$0.02,1,07/30/2020,$0.07
time-not-supplied,LAZY,"Lazydays Holdings, Inc.","$229,670,340",Jun/2021,$0.66,1,07/30/2020,$0.39
time-not-supplied,DLA,"Delta Apparel, Inc.","$211,890,170",Jun/2021,$0.64,1,07/30/2020,($2.58)
time-not-supplied,MFNC,Mackinac Financial Corporation,"$208,581,269",Jun/2021,,0,NA,$0.33
time-not-supplied,TUSK,"Mammoth Energy Services, Inc.","$194,658,648",Jun/2021,,0,NA,($0.33)
time-not-supplied,FNWB,First Northwest Bancorp,"$181,487,273",Jun/2021,,0,NA,$0.21
time-not-supplied,ACET,"Adicet Bio, Inc.","$181,205,909",Jun/2021,($0.50),2,07/30/2020,($1.05)
time-pre-market,BSVN,Bank7 Corp.,"$167,863,698",Jun/2021,$0.57,1,07/27/2020,$0.54
time-not-supplied,RVSB,Riverview Bancorp Inc,"$154,894,058",Jun/2021,$0.14,1,07/30/2020,$0.02
time-not-supplied,LTRN,Lantern Pharma Inc.,"$154,080,339",Jun/2021,($0.25),2,07/30/2020,($0.31)
time-not-supplied,XFOR,"X4 Pharmaceuticals, Inc.","$150,581,019",Jun/2021,($0.73),6,07/30/2020,($0.76)
time-not-supplied,CZWI,"Citizens Community Bancorp, Inc.","$148,084,320",Jun/2021,$0.34,2,07/30/2020,$0.25
time-not-supplied,HWBK,"Hawthorn Bancshares, Inc.","$146,301,317",Jun/2021,,0,NA,$0.49
time-not-supplied,GHM,Graham Corporation,"$142,223,363",Jun/2021,,0,07/30/2020,($0.18)
time-not-supplied,ULBI,Ultralife Corporation,"$133,934,450",Jun/2021,,0,NA,$0.13
time-after-hours,USAK,"USA Truck, Inc.","$133,603,365",Jun/2021,$0.50,1,07/27/2020,($0.06)
time-not-supplied,MN,"Manning & Napier, Inc.","$132,194,406",Jun/2021,,0,NA,$0.08
time-not-supplied,ODT,"Odonate Therapeutics, Inc.","$130,154,028",Jun/2021,,0,07/30/2020,($1.09)
time-not-supplied,AAIC,Arlington Asset Investment Corp,"$127,563,299",Jun/2021,,0,07/30/2020,($0.01)
time-after-hours,GSIT,"GSI Technology, Inc.","$124,405,820",Jun/2021,,0,NA,($0.26)
time-not-supplied,AUBN,"Auburn National Bancorporation, Inc.","$123,608,859",Jun/2021,,0,NA,$0.47
time-not-supplied,IFRX,InflaRx N.V.,"$122,837,855",Jun/2021,($0.25),4,07/30/2020,($0.42)
time-not-supplied,RBKB,"Rhinebeck Bancorp, Inc.","$118,569,538",Jun/2021,,0,NA,$0.13
time-not-supplied,CLDB,Cortland Bancorp,"$114,927,147",Jun/2021,,0,NA,$0.47
time-not-supplied,ISDR,Issuer Direct Corporation,"$107,631,565",Jun/2021,$0.20,1,07/30/2020,$0.25
time-pre-market,NREF,"NexPoint Real Estate Finance, Inc.","$106,490,422",Jun/2021,$0.52,1,08/06/2020,$0.37
time-not-supplied,AVGR,"Avinger, Inc.","$98,212,047",Jun/2021,($0.04),1,07/30/2020,($0.18)
time-not-supplied,CRVS,"Corvus Pharmaceuticals, Inc.","$98,072,450",Jun/2021,($0.35),2,07/30/2020,($0.36)
time-pre-market,NWHM,New Home Company Inc. (The),"$96,353,352",Jun/2021,,0,NA,($0.04)
time-not-supplied,MKTY,Mechanical Technology Incorporated,"$91,872,145",Jun/2021,,0,NA,$0.06
time-not-supplied,NICK,"Nicholas Financial, Inc.","$87,164,000",Jun/2021,,0,NA,$0.18
time-not-supplied,DVD,"Dover Motorsports, Inc.","$83,095,947",Jun/2021,,0,NA,($0.02)
time-after-hours,AINC,Ashford Inc.,"$65,101,587",Jun/2021,$0.06,2,07/30/2020,$0.08
time-not-supplied,DWSN,Dawson Geophysical Company,"$64,564,698",Jun/2021,,0,NA,$0.06
time-not-supplied,HFBL,"Home Federal Bancorp, Inc. of Louisiana","$63,812,754",Jun/2021,,0,NA,$0.31
time-not-supplied,EKSO,"Ekso Bionics Holdings, Inc.","$62,895,320",Jun/2021,($0.25),1,07/30/2020,($0.51)
time-not-supplied,NNA,Navios Maritime Acquisition Corporation,"$50,672,011",Jun/2021,,0,NA,$2.01
time-not-supplied,SCKT,"Socket Mobile, Inc.","$43,055,439",Jun/2021,,0,NA,($0.13)
time-not-supplied,GIGM,GigaMedia Limited,"$32,160,898",Jun/2021,,0,NA,($0.04)
time-not-supplied,WVFC,WVS Financial Corp.,"$31,584,654",Jun/2021,,0,NA,$0.20
time-not-supplied,RSLS,"ReShape Lifesciences, Inc.","$14,805,000",Jun/2021,,0,NA,($1.62)
